,dt,AverageTemperature,AverageTemperatureUncertainty,Country
2437,1999-02-01,21.05,0.197,India
2438,1999-03-01,25.097,0.126,India
2439,1999-04-01,29.196,0.19,India
2440,1999-05-01,29.934,0.111,India
2441,1999-06-01,28.786,0.165,India
2442,1999-07-01,27.293,0.172,India
2443,1999-08-01,26.603,0.138,India
2444,1999-09-01,26.463,0.159,India
2445,1999-10-01,24.802,0.23,India
2446,1999-11-01,21.71,0.202,India
2447,1999-12-01,18.024,0.205,India
2448,2000-01-01,17.84,0.21,India
2449,2000-02-01,19.071,0.159,India
2450,2000-03-01,23.674,0.183,India
2451,2000-04-01,28.868,0.19,India
2452,2000-05-01,30.089,0.166,India
2453,2000-06-01,28.511,0.206,India
2454,2000-07-01,26.98,0.26,India
2455,2000-08-01,26.821,0.306,India
2456,2000-09-01,26.505,0.134,India
2457,2000-10-01,25.583,0.222,India
2458,2000-11-01,21.986,0.157,India
2459,2000-12-01,18.048,0.21,India
2460,2001-01-01,17.295,0.247,India
2461,2001-02-01,20.757,0.279,India
2462,2001-03-01,24.401,0.188,India
2463,2001-04-01,27.661,0.108,India
2464,2001-05-01,30.374,0.167,India
2465,2001-06-01,28.053,0.288,India
2466,2001-07-01,26.891,0.171,India
2467,2001-08-01,26.762,0.094,India
2468,2001-09-01,27.119,0.241,India
2469,2001-10-01,25.196,0.176,India
2470,2001-11-01,22.027,0.227,India
2471,2001-12-01,18.447,0.245,India
2472,2002-01-01,17.419,0.222,India
2473,2002-02-01,20.311,0.181,India
2474,2002-03-01,24.871,0.216,India
2475,2002-04-01,28.667,0.17,India
2476,2002-05-01,30.9,0.167,India
2477,2002-06-01,29.433,0.175,India
2478,2002-07-01,28.487,0.22,India
2479,2002-08-01,26.62,0.116,India
2480,2002-09-01,26.38,0.202,India
2481,2002-10-01,25.321,0.229,India
2482,2002-11-01,21.636,0.2,India
2483,2002-12-01,18.911,0.227,India
2484,2003-01-01,17.245,0.292,India
2485,2003-02-01,20.643,0.169,India
2486,2003-03-01,24.162,0.233,India
2487,2003-04-01,28.592,0.245,India
2488,2003-05-01,30.614,0.222,India
2489,2003-06-01,30.118,0.38,India
2490,2003-07-01,27.186,0.334,India
2491,2003-08-01,26.742,0.275,India
2492,2003-09-01,26.248,0.281,India
2493,2003-10-01,24.652,0.324,India
2494,2003-11-01,21.573,0.165,India
2495,2003-12-01,18.024,0.158,India
2496,2004-01-01,17.223,0.198,India
2497,2004-02-01,20.225,0.182,India
2498,2004-03-01,26.019,0.224,India
2499,2004-04-01,28.688,0.161,India
2500,2004-05-01,30.045,0.187,India
2501,2004-06-01,28.71,0.244,India
2502,2004-07-01,27.473,0.162,India
2503,2004-08-01,26.552,0.246,India
2504,2004-09-01,26.79,0.173,India
2505,2004-10-01,24.026,0.281,India
2506,2004-11-01,21.411,0.189,India
2507,2004-12-01,18.453,0.141,India
2508,2005-01-01,17.45,0.146,India
2509,2005-02-01,20.309,0.157,India
2510,2005-03-01,24.805,0.202,India
2511,2005-04-01,27.714,0.22,India
2512,2005-05-01,30.042,0.242,India
2513,2005-06-01,30.404,0.143,India
2514,2005-07-01,27.013,0.201,India
2515,2005-08-01,26.896,0.2,India
2516,2005-09-01,26.497,0.112,India
2517,2005-10-01,24.547,0.208,India
2518,2005-11-01,20.759,0.201,India
2519,2005-12-01,17.509,0.147,India
2520,2006-01-01,17.759,0.259,India
2521,2006-02-01,22.077,0.196,India
2522,2006-03-01,23.93,0.262,India
2523,2006-04-01,27.882,0.276,India
2524,2006-05-01,30.238,0.257,India
2525,2006-06-01,29.049,0.257,India
2526,2006-07-01,27.344,0.208,India
2527,2006-08-01,26.483,0.245,India
2528,2006-09-01,26.588,0.118,India
2529,2006-10-01,25.247,0.19,India
2530,2006-11-01,21.739,0.198,India
2531,2006-12-01,18.449,0.16,India
2532,2007-01-01,17.785,0.152,India
2533,2007-02-01,20.235,0.199,India
2534,2007-03-01,24.074,0.121,India
2535,2007-04-01,28.719,0.236,India
2536,2007-05-01,30.524,0.163,India
2537,2007-06-01,29.282,0.203,India
2538,2007-07-01,27.362,0.181,India
2539,2007-08-01,26.917,0.161,India
2540,2007-09-01,26.498,0.263,India
2541,2007-10-01,24.696,0.158,India
2542,2007-11-01,21.55,0.14,India
2543,2007-12-01,18.157,0.134,India
2544,2008-01-01,17.248,0.138,India
2545,2008-02-01,18.853,0.212,India
2546,2008-03-01,24.873,0.103,India
2547,2008-04-01,27.822,0.208,India
2548,2008-05-01,30.079,0.103,India
2549,2008-06-01,28.033,0.239,India
2550,2008-07-01,27.152,0.163,India
2551,2008-08-01,26.407,0.207,India
2552,2008-09-01,26.382,0.191,India
2553,2008-10-01,25.083,0.203,India
2554,2008-11-01,21.696,0.233,India
2555,2008-12-01,19.244,0.137,India
2556,2009-01-01,18.661,0.146,India
2557,2009-02-01,21.516,0.142,India
2558,2009-03-01,25.083,0.163,India
2559,2009-04-01,28.665,0.236,India
2560,2009-05-01,30.493,0.102,India
2561,2009-06-01,30.409,0.131,India
2562,2009-07-01,27.611,0.187,India
2563,2009-08-01,27.379,0.154,India
2564,2009-09-01,27.08,0.147,India
2565,2009-10-01,24.775,0.199,India
2566,2009-11-01,21.457,0.198,India
2567,2009-12-01,18.631,0.175,India
2568,2010-01-01,17.109,0.326,India
2569,2010-02-01,20.764,0.221,India
2570,2010-03-01,26.373,0.309,India
2571,2010-04-01,29.814,0.174,India
2572,2010-05-01,31.169,0.166,India
2573,2010-06-01,29.908,0.142,India
2574,2010-07-01,27.433,0.165,India
2575,2010-08-01,26.892,0.229,India
2576,2010-09-01,26.296,0.2,India
2577,2010-10-01,25.193,0.208,India
2578,2010-11-01,22.204,0.147,India
2579,2010-12-01,17.455,0.195,India
2580,2011-01-01,16.478,0.244,India
2581,2011-02-01,20.07,0.122,India
2582,2011-03-01,24.595,0.224,India
2583,2011-04-01,27.273,0.205,India
2584,2011-05-01,30.421,0.17,India
2585,2011-06-01,28.871,0.32,India
2586,2011-07-01,27.209,0.224,India
2587,2011-08-01,26.533,0.173,India
2588,2011-09-01,26.321,0.19,India
2589,2011-10-01,25.061,0.2,India
2590,2011-11-01,21.982,0.165,India
2591,2011-12-01,18.173,0.323,India
2592,2012-01-01,16.778,0.267,India
2593,2012-02-01,19.791,0.168,India
2594,2012-03-01,24.354,0.216,India
2595,2012-04-01,28.067,0.315,India
2596,2012-05-01,30.805,0.221,India
2597,2012-06-01,30.536,0.24,India
2598,2012-07-01,27.699,0.227,India
2599,2012-08-01,26.735,0.348,India
2600,2012-09-01,26.551,0.302,India
2601,2012-10-01,24.59,0.373,India
2602,2012-11-01,21.162,0.306,India
2603,2012-12-01,18.622,0.268,India
2604,2013-01-01,17.16,0.279,India
2605,2013-02-01,20.243,0.448,India
2606,2013-03-01,24.575,0.379,India
2607,2013-04-01,27.981,0.299,India
2608,2013-05-01,31.014,0.205,India
2609,2013-06-01,28.766,0.299,India
2610,2013-07-01,27.012,0.197,India
2611,2013-08-01,26.555,0.242,India
2612,2013-09-01,,,India
